nb,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,Z33,Z34,Z35,Z36,Z37,Z38,Z39,Z40,Z41,Z42,Z43,Z44,Z45,Z46,Z47,Z48,Z49,Z50,Z51,Z52,Z53,Z54,Z55,Z56,Z57,Z58,Z59,Z60,Z61,Z62,Z63,Z64,ClassNum
357,439.62,439.4,439.42,438.5,437.3,435.67,427.53,414.27,396.71,378.53,369.31,364.99,361.02,361.32,367.69,373.08,388.22,422.49,467.12,521.02,573.06,630.16,692.52,751.66,804.96,859.26,910.61,947.92,979.04,1001.62,1016.98,1023,920.7,818.4,716.1,613.8,511.5,409.2,306.9,204.6,102.3,0,0,0,0,0,0,25.9,101.68,203.98,306.28,408.58,510.88,613.18,715.48,817.78,920.08,996.48,1023,1023,1003.47,977.89,949.17,924.52,700.69,700.59,700.66,700.74,701.14,698.42,692.42,681.88,672.44,670.57,676.09,680.11,673.19,645.09,625.39,616.4,625.04,651.59,685.3,717.57,744.35,766.42,777.36,797.99,800.49,781.06,733.36,735.53,743.37,744.97,744.97,751.16,779.26,819.27,868.53,915.63,890.58,801.89,801.89,751.66,709.13,686.78,645.79,602.96,564.35,553.96,653.06,755.36,755.36,805.59,848.12,870.47,911.46,954.29,992.9,1019.8,1023,1023,1002.62,935.31,885.46,856.01,834.13,808.48,44.46,44.51,44.01,43.51,42.91,43.83,42.88,42.16,40.39,37.39,33.67,29.6,27.75,25.35,26.95,37.09,65.01,104.72,151.9,201.78,249.81,294.81,334.47,376.06,424.11,503.11,574.31,633.23,685.43,736.6,790.05,847.15,907.46,966.61,1015.41,986.86,884.56,782.26,716.5,668.27,617.92,549.41,455.58,353.28,252.6,213.24,277.28,372.99,438.75,486.97,537.32,605.83,699.67,783.68,831.59,830.16,785.71,709.48,614.42,512.12,409.82,307.52,205.22,121.21,6
358,455.8,455.38,452.41,446.76,439.12,428.03,412.95,399.06,390.82,391.12,397.11,405.6,413.65,428.16,457.88,495.27,545.02,603.71,659.53,712.43,763.75,812.68,864.21,911.78,946.2,976.27,998.47,1010.24,1019.4,1023,976.8,874.5,772.2,669.9,567.6,465.3,363,260.7,158.4,56.1,0,0,0,0,19.43,75.43,147.08,223.26,306.08,408.38,510.68,612.98,715.28,817.58,900.44,946.75,977.39,1003.52,1023,1023,1022.4,1012.91,998.22,978.99,670.17,669.05,667.02,663.85,660.35,655.33,648.96,647.24,652.34,655.28,651.91,632.93,614.25,601.14,603.66,618.57,640.1,662.35,668.87,669.84,680.66,711.88,746.97,781.64,806.94,830.41,849.17,863.93,889.08,922.65,951.49,975.67,996.87,994.8,902.24,799.94,799.94,722.14,642.9,556.43,533.25,524.51,524.51,523.16,617,710.11,686.05,750.57,829.81,916.28,939.46,948.2,948.2,968,976.47,985.66,1003.57,1016.86,1016.86,1016.86,1016.86,1003.59,958.79,894.42,31.72,31.99,32.64,33.27,32.69,31.54,29.32,26.4,23.68,21.83,21.18,19.83,23.55,39.11,70.91,116.39,175.38,237.32,299.78,364.17,434.65,518.57,609.23,691.8,759.16,813.26,855.39,895.37,935.21,972.62,1002.57,1019,1023,1023,977.99,875.69,781.24,709.48,660.35,606.03,542.22,470.44,407.4,367.92,405.43,507.73,602.19,673.94,723.07,777.39,841.2,912.98,976.02,1015.51,1023,1023,1020.63,993.1,938.41,873.4,807.46,742.02,672.62,593.44,6
359,473.44,468.02,460.03,448.21,435.25,418.72,404.8,400.78,406.65,417.77,439.4,468.99,500.16,534.5,580.93,642.97,711.48,770.05,819.1,863.26,899.05,929.27,960.61,992.43,1013.76,1023,1023,920.7,818.4,716.1,613.8,511.5,409.2,306.9,204.6,102.3,0,0,0,0,0,0,10.51,64.69,166.99,269.29,371.59,473.89,576.19,678.49,780.79,868.73,944.63,992.75,992.75,992.75,992.75,991.46,981.69,960.06,923,891.43,865,826.42,669.15,666.95,663.98,663.83,664.23,660.8,659.38,660.25,667.97,659.73,649.26,640.72,644.39,652.59,654.28,650.29,642,628.63,612.85,619.29,615.65,558.43,490.25,516.62,549.51,591.92,534.5,480.15,524.16,561.9,613.8,613.8,613.8,575.54,575.54,538.25,558.85,581.01,509.23,496.09,495.27,597.57,699.87,738.13,738.13,775.42,857.11,937.26,1005.79,1007.16,1007.99,1007.99,1007.99,1007.99,1007.99,1007.99,1007.26,988.58,950.92,903.97,846.2,800.57,763.95,729.66,30.1,29.15,26.7,24.9,23.53,23.58,24.2,21.8,23.2,28.82,40.91,56.92,79.57,106.65,138.54,178.78,229.8,306.2,402.36,495.64,583.45,667.3,745.95,819.6,888.81,948,995.95,1021.23,1023,1023,1023,964.03,861.73,759.43,712.98,687.68,652.59,595.19,522.81,450.21,388.07,414.64,516.94,619.24,665.7,691,726.09,783.48,855.86,878.67,863.43,813.9,725.39,625.14,522.84,420.54,318.24,215.94,113.64,61.14,36.21,15.83,2.85,1.65,6
360,475.46,465.54,447.46,427.98,411.65,406.83,408.1,389.44,369.04,384.02,416.34,470.56,543.27,616.75,686.68,744.87,796.92,869.35,943.93,984.79,1012.04,1023,1023,1023,996.68,894.38,792.08,689.78,587.48,485.18,382.88,280.58,178.28,75.98,0,0,0,0,0,0,25.25,95.03,174.48,276.78,379.08,481.38,583.68,685.98,788.28,890.58,967.63,1000.15,1023,1023,1014.31,1002.72,999.2,994.88,977.52,954.02,923.57,873.32,829.39,790.63,658.38,648.37,642.4,649.51,664.15,673.84,667.4,629.01,578.78,561.03,574.79,584.1,579.63,564.4,547.61,524.31,476.86,449.24,437.22,481.83,508.63,542.74,587.38,582.4,518.22,568.64,659.58,761.88,803.96,712.65,610.35,610.35,610.35,557.45,557.45,481.73,456.5,428.76,468.12,561.85,648.34,648.34,648.34,750.64,852.94,928.67,953.89,981.64,998.62,1007.19,1023,1023,1023,1007.04,950,889.6,822.8,752.46,713.13,685.95,638.85,581.73,498.24,434.05,27.9,25.97,22.88,20.93,18.81,16.41,14.51,12.34,15.96,40.04,84.54,145.71,223.61,306.5,392.17,475.06,560.58,662.88,758.41,833.71,889.53,928.67,952.67,971.13,986.81,1006.22,1023,1023,1023,1013.41,966.83,917.3,904.92,900.42,857.14,775.84,679.06,596.17,542.27,532.78,579.36,628.89,641.27,645.77,689.05,770.35,867.13,950.02,1003.92,1023,1023,1018.45,983.91,933.89,857.74,766.85,671.97,578.53,482.13,386.17,296.96,210.74,152.43,102.52,6
361,445.19,444.81,444.72,444.27,443.19,440.84,435.57,423.56,407.5,397.29,390.34,391.79,401.33,419.11,442.59,468.34,496.04,530.51,567.69,598.59,624.41,640.45,644.82,637.43,620.17,597.74,573.36,548.44,525.24,503.18,485.05,470.59,460.52,455.78,456.88,463.05,473.61,485.2,497.04,507.5,513.8,517.67,521.27,523.36,524.64,524.51,522.49,520.09,516.3,512.6,510,507.65,505.51,504.56,503.96,503.96,504.43,504.91,506.1,507.95,510.45,513,514.55,514.72,669.3,669.15,666.92,664.8,663.18,662.25,657.13,644.97,638.53,645.24,652.51,662.18,672.79,682.38,693.47,702.66,712.1,724.07,732.48,731.71,731.41,730.96,727.54,716.47,700.86,684.68,673.17,670.62,670.94,666.65,657.11,643.8,634.78,636.65,642.7,648.64,653.56,654.01,647.07,641.25,642.52,649.09,658.28,667.92,674.29,683.98,692.75,698.12,703.64,706.86,707.78,704.49,695.79,685.08,678.19,673.52,671.94,673.37,674.69,675.54,675.11,675.09,676.14,677.51,31.24,31.34,31.02,31.29,31.32,31.22,32.19,32.34,30.15,29.75,29.9,33.64,37.71,40.21,42.13,44.23,46.55,49.68,54.07,56.29,59.59,58.34,55.27,52.4,50.33,47.93,43.26,39.76,37.59,34.22,29.02,25.87,24.5,23.83,23.15,22.6,23.5,22.63,20.75,20.53,21.63,22.35,23.88,26.32,29.05,31.77,34.29,36.39,38.16,39.16,39.59,38.64,36.44,34.27,32.59,31.59,31.04,31.22,31.82,32.09,32.09,32.24,32.84,32.89,6
362,441.22,435.2,423.66,406.73,394.64,388.24,397.46,417.99,452.36,508.83,569.17,633.73,703.66,778.56,848.67,912.71,961.36,998.47,1021.85,1023,1023,987.98,885.68,783.38,681.08,578.78,476.48,374.18,271.88,169.58,67.28,0,0,0,0,0,41.31,126.83,229.13,331.43,433.73,536.03,638.33,740.63,827.89,845.7,804.39,718.87,640.87,602.69,585.65,576.94,554.41,527.08,513.37,564.02,616.85,669.1,699.09,684.48,657.68,617.5,594.14,575.61,669.05,661.45,646.87,628.93,618.87,600.84,558.58,491.44,426.88,405.98,444.12,486.42,535.43,583.7,575.44,560.6,638.43,740.73,841.18,897.87,838.98,762.2,762.2,765.8,818.65,784.28,681.98,579.68,519.39,472.11,485.27,532.73,529.88,529.88,484.85,540.1,614.37,716.67,776.96,824.24,870.72,898.85,901.69,895.07,909.63,956.69,984.71,984.71,944.43,896.42,876.14,875.74,875.74,878.37,886.51,844.12,803.39,774.27,789,815.78,828.79,807.24,766.6,730.36,32.74,32.07,28.8,25.03,21.55,18.11,14.79,16.76,37.64,94.46,175.88,267.29,367.87,470.17,572.47,674.77,777.07,874.32,952.69,994.85,1013.33,1021.38,1023,1023,1023,1023,969.38,886.93,787.16,684.86,597.92,523.79,458.48,413,386.55,369.06,408.23,468.49,546.67,619.32,651.06,632.53,595.54,538.72,462.87,378.06,290.22,210.09,129.4,56.74,9.64,0,0,0,0,0,0,0,0,0,0,0,0,0,6
363,450.63,450.33,450.58,451.01,451.11,451.26,450.63,447.54,440.07,428.93,416.34,403.88,393.71,391.14,393.86,392.19,396.74,418.99,452.71,492.92,539.4,591.15,643.4,694.62,745.07,803.99,857.16,894.87,925.72,953.69,977.04,995.35,1010.34,1018.73,1007.64,905.34,803.04,700.74,598.44,496.14,393.84,291.54,189.24,86.94,0,0,0,0,0,6.92,50.97,129.8,232.1,334.4,436.7,539,641.3,743.6,845.9,941.28,999.52,1023,1023,1023,686.88,687.6,688.75,689.47,689.52,688.68,686.48,678.91,671.09,663.15,657.58,659.85,667.52,677.04,673.99,665,654.01,650.34,639.75,639.57,652.99,662.83,658.48,661.43,686.73,711.03,730.86,730.31,700.61,665.92,691.8,713.68,744.22,765.05,776.31,794.55,820.25,864.6,854.84,829.56,727.26,631.73,529.43,433.25,356.53,331.17,313.77,267.39,338.02,440.32,542.62,638.15,740.45,836.63,902.19,887.28,904.69,951.07,971.57,971.57,971.57,971.57,955.22,896.3,37.94,38.24,38.71,38.56,38.54,38.09,37.69,37.09,35.32,34.17,32.44,33.97,34.44,35.62,33.29,29.72,26.1,26.02,32.87,47.33,69.11,94.66,127.92,165.31,209.82,260.42,326.26,407.25,500.64,586.05,664.63,736.18,800.57,860.68,917.03,968.73,1005.19,1023,982.94,884.46,782.16,683.48,623.62,584,534.95,477.96,413.8,344.04,329.7,397.29,491.64,590.32,650.19,689.8,738.85,795.85,860.01,929.77,984.16,1015.06,1023,1023,1009.81,965.83,6
364,464.17,451.68,435.42,417.37,404.03,405.88,414.47,430.7,464.32,511.27,571.39,638.33,709.08,781.71,849.49,902.14,947.82,985.99,1008.51,1020.58,1009.91,907.61,805.31,703.01,600.71,498.41,396.11,293.81,191.51,89.21,0,0,0,0,0,0,21,85.02,169.36,262.09,364.39,466.69,568.99,671.29,773.59,875.89,957.19,995.48,1013.43,1023,1023,1023,1023,1023,1019.18,1006.56,988.66,970.13,951.64,927.59,892.43,850.89,806.09,760.96,665.4,659.98,657.18,656.96,658.73,655.01,635.65,575.76,526.91,495.81,487.37,496.76,515.24,502.78,468.24,446.16,499.86,595.29,682.61,751.49,799.07,829.69,848.82,895.82,886.18,843.77,741.47,741.47,643.37,541.07,438.77,379.38,369.66,329.68,371.09,451.78,554.08,554.08,652.19,754.49,856.79,916.18,925.89,965.88,1001.39,1023,1023,1023,1023,1023,1016.03,971.45,905.84,835.46,782.63,753.91,736.95,717.3,691.67,657.98,622.39,619.77,639.22,667.55,27.57,26.7,25.67,22.4,19.01,15.83,12.54,15.36,33.74,69.68,131.35,215.59,312.99,415.14,517.44,619.74,722.04,818.5,900.42,965.68,1004.44,1020.23,1023,1023,1012.71,930.42,828.12,751.39,708.46,700.52,680.96,640.8,585.8,528.66,494.47,555.56,657.86,734.58,777.51,785.46,805.01,845.17,900.17,957.31,1001.8,1021.23,1005.62,982.24,956.54,917.63,864.83,798.44,720.62,638.98,556.51,477.81,412.65,353.48,293.66,241.89,197.18,161.27,136.79,116.46,6
365,470.91,470.91,470.36,466.89,460.95,450.18,433.58,411.8,394.46,392.12,388.97,385.57,377.68,383.95,414.72,460.72,520.44,594.87,667.75,725.29,783.23,841.8,905.61,958.06,988.18,1007.96,1020.13,1023,1023,920.7,818.4,716.1,613.8,511.5,409.2,306.9,204.6,102.3,0,0,0,0,0,0,9.46,73.53,171.41,273.71,376.01,478.31,580.61,682.91,785.21,887.51,980.34,1018.58,1023,1023,1023,1023,1014.16,999.67,981.61,964.08,674.19,674.06,671.49,666.57,659.43,651.76,641.65,639.12,646.17,659.9,671.79,672.02,666.27,650.66,651.16,675.69,708.06,726.16,728.24,702.79,652.81,601.56,550.56,503.28,442.62,432.55,445.19,464.39,436.17,380.35,453.18,539.87,565.99,565.99,565.99,594.47,594.47,492.17,443.89,513.52,501.68,438.67,462.77,558.85,661.15,661.15,661.15,763.45,865.75,898.42,910.26,973.27,1016.78,1023,1023,1023,1023,1020.9,1005.42,987.98,954.71,908.73,864.4,813.93,31.57,31.47,31.44,30.57,29.4,27.87,24.6,21.53,19.58,21.3,21.43,22.53,24.03,30,41.71,64.24,102.2,147.66,195.73,239.99,286.87,344.04,427.58,521.69,609.98,688.43,752.74,809.58,862.66,915.51,967.7,1008.36,945.1,842.8,758.53,725.99,725.99,725.99,699.77,637,551.99,462.1,470.64,545.32,629.58,662.13,662.13,662.13,688.35,751.12,836.13,926.02,995.38,1023,1023,1022.97,996.18,948.85,883.34,805.61,721.94,632.28,536.53,436.22,6
366,474.49,474.54,473.96,469.22,455.28,440.17,424.88,415.44,413.07,421.86,438.72,455.48,473.61,504.48,553.08,613.32,683.48,748.14,805.56,852.09,889.95,927.64,964.76,993.15,1013.16,1023,1017.48,915.18,812.88,710.58,608.28,505.98,403.68,301.38,199.08,96.78,0,0,0,0,0,8.72,59.79,148.03,250.33,352.63,454.93,557.23,659.53,761.83,864.13,952.02,1003.24,1017.3,1017.3,1017.3,1017.3,1017.3,1017.3,1007.36,990.76,977.97,953.27,922.87,684.6,684.2,681.26,671.62,660.68,654.61,651.94,651.11,654.63,661.98,657.76,625.96,583.63,557.95,540.84,542.34,566.62,598.99,629.11,655.23,693.72,741.72,811.46,881.29,943.5,981.56,957.16,951.14,951.14,951.14,929.39,845.55,753.21,753.21,731.86,691.1,646.32,587.47,561.12,535.03,531.28,629.31,731.61,731.61,752.96,793.72,874.54,940.78,967.13,970.4,954.86,959.14,959.14,959.14,959.14,959.14,940.2,903.89,851.89,832.41,844.37,811.43,774.47,738.65,35.96,35.07,34.19,32.14,29.87,26.6,22.85,21.03,20.98,22.98,25.2,28.05,42.21,81.47,151.7,250.21,352.51,452.88,551.26,647.64,744.2,840.98,926.47,988.26,1019.2,1023,1023,1023,1023,1023,1003.19,900.89,798.59,696.29,610.8,555.61,500.29,437.55,375.91,325.63,313.77,403.61,505.91,608.21,693.7,748.89,804.21,866.95,923,914.68,849.62,759.78,657.48,555.18,452.88,350.58,249.36,153.33,66.61,34.07,37.54,38.96,38.96,38.96,6
367,470.59,469.42,467.74,463.87,456.78,446.91,433.15,421.84,417.02,416.37,425.66,446.34,472.86,504.81,550.86,615.42,684.63,750.89,811.06,867.4,914.31,949.95,980.14,1007.09,1023,1023,1023,955.39,853.09,750.79,648.49,546.19,443.89,341.59,239.29,136.99,34.69,0,0,0,0,4.62,39.61,105.97,208.27,310.57,412.87,515.17,617.47,719.77,822.07,919.75,987.06,1023,1023,1023,1017.3,1002.87,990.71,977.59,958.91,935.68,905.44,865.58,662.98,662.75,660.05,654.41,650.64,645.27,641.55,642.87,642.52,631.26,596.04,559.13,534.5,513.97,519.39,551.58,576.68,591.2,600.19,616.02,670.79,743.65,806.61,868.05,902.12,867.83,829.49,849.82,877.97,909.43,865.08,762.78,660.48,607.58,505.28,462.7,442.34,413.79,413.79,413.79,475.36,575.99,678.29,731.18,833.48,919.42,992.78,1021.33,1021.33,1021.33,1021.33,1023,1023,1023,1023,989.78,950.69,918.88,890.18,859.68,825.67,790.6,755.51,725.84,27.4,27.32,26.62,25.57,24.18,23.68,21.93,19.21,16.56,14.24,11.94,18.88,44.61,96.43,164.89,240.54,320.79,415.17,517.47,619.77,722.07,814.6,889.13,937.63,969.9,994.18,1015.08,1023,1023,1023,1023,1004.64,906.56,804.26,701.96,599.66,506.38,423.21,351.38,293.19,262.39,279.43,377.51,479.81,582.11,684.41,777.69,860.86,932.69,972.6,961.81,904.69,835.51,761.21,682.76,595.24,508.63,420.19,326.56,243.14,182.42,138.56,105.95,79.17,6
368,474.29,473.96,472.61,470.76,463.47,451.96,432.03,410.3,389.52,373.33,371.51,377.88,402.86,437.17,478.73,532.2,597.79,674.89,750.62,821.57,877.94,926.52,957.56,979.92,1000.5,1013.68,1023,1003.42,901.12,798.82,696.52,594.22,491.92,389.62,287.32,185.02,82.72,0,0,0,0,0,0,41.31,143.61,245.91,348.21,450.51,552.81,655.11,757.41,859.71,962.01,1023,1023,1023,1023,1019.75,1002.97,979.09,946.3,902.37,857.49,812.08,678.09,677.84,676.19,671.74,663.2,654.51,648.84,649.04,656.01,658.85,643.57,605.18,583.13,567.87,567.19,581.88,603.71,612.47,600.36,592.87,607.31,662.53,720.19,773.32,815.88,843.92,863.05,811.71,851.82,891.8,927.52,904.94,802.64,700.34,648.51,546.21,443.91,424.53,395.51,360.92,315.84,352.8,455.1,557.4,609.23,711.53,813.83,910.66,939.68,974.27,1019.35,1023,1023,1023,1015.41,991.8,952.87,917.13,892.98,854.11,803.94,747.69,701.99,667.62,33.34,33.39,32.97,31.74,30.2,27.15,23.83,20.83,17.63,15.98,18.36,23,42.06,75.43,123.15,187.27,258.12,333.37,420.04,520.72,617.02,711.55,791.98,858.51,911.13,948.87,980.32,1007.37,1023,1023,1023,1023,982.09,934.29,880.44,816.9,742.12,646.92,544.62,442.32,353.15,301.01,339.32,387.12,440.97,504.51,579.28,674.49,770.02,836.58,870.55,850.17,769.3,679.76,585.8,483.75,383.95,283.97,190.81,124.25,77.27,47.5,28.67,15.91,6
369,462.97,463.2,462.02,453.66,438.87,421.39,405.68,394.39,393.81,401.26,412.12,430.53,467.89,524.56,595.97,669.79,741.9,809.03,865.43,913.23,957.61,994.83,1014.78,1023,983.51,881.21,778.91,676.61,574.31,472.01,369.71,267.41,165.11,62.81,0,0,0,0,0,0,36.36,138.66,240.96,343.26,445.56,547.86,650.16,719.5,794.22,881.44,933.51,933.51,933.51,921.3,908.16,891.2,863.36,866.63,877.14,846.82,814.05,769.97,723.79,689.92,671.99,671.19,667.22,655.46,651.11,650.46,651.49,651.74,653.63,649.94,631.83,599.76,553.21,519.59,495.76,488.77,499.41,518.92,549.71,588.85,642.95,711.2,797.47,877.99,941.68,984.39,1006.84,1021.35,1000.22,897.92,795.62,769.1,674.59,598.84,496.54,410.3,365.92,331.42,351.48,453.78,556.08,582.6,677.11,752.86,855.16,913.28,893.92,886.78,889.5,889.5,889.5,889.5,880.81,880.81,880.81,889.65,915.15,911.73,880.66,845.97,813.25,782.81,757.98,727.49,31.29,31.64,30.35,28.75,26.85,23.58,20.58,18.11,16.76,14.89,12.06,8.94,13.36,41.03,95.51,172.56,268.49,369.59,469.84,571.07,673.37,775.67,871.55,944.65,991.38,1016.63,1023,1023,1023,972.6,902.69,824.62,738.88,652.06,554.08,451.78,354.88,278.8,233.87,279.23,349.13,427.21,512.95,599.76,697.74,764.83,759.43,733.21,675.84,578.58,476.28,373.98,271.68,169.38,67.08,0,0,0,1.52,1.52,1.52,1.52,1.52,1.52,6
370,470.66,468.92,464.47,453.18,435.72,423.34,424.53,438.62,456.6,488.2,538.32,595.19,655.01,721.39,794.27,862.16,916.15,956.91,994.18,1017.7,1023,920.7,818.4,716.1,613.8,511.5,409.2,306.9,204.6,102.3,0,0,0,0,0,0,0,26.95,105.17,207.47,309.77,412.07,514.37,616.67,718.97,821.27,923.57,998.92,1023,1023,1005.32,977.94,937.58,889.93,845.8,806.74,773.44,742.4,709.33,674.79,657.48,644.89,652.71,649.09,683.31,678.54,674.71,663.72,654.06,650.41,635.68,584.18,519.59,451.41,399.33,431.83,469.06,512.87,521.86,545.39,594.77,681.16,780.26,882.56,969.7,975.42,975.42,975.42,1009.04,920.7,818.4,783.11,747.87,699.31,612,518.52,435.87,384.15,361.15,463.45,565.75,601.04,636.28,684.83,772.14,865.63,948.27,1000,1023,1023,1021.05,981.16,963.61,953.57,953.57,953.57,949.92,917.9,860.56,792.22,741.02,759.38,771.39,771.92,748.84,711.28,674.49,653.36,35.24,34.14,32.72,30.37,27.7,24.3,20.95,17.43,14.01,27.27,78.9,172.93,273.03,374.11,475.31,577.61,679.91,782.21,884.51,970.05,1017.21,1023,1023,1023,1023,969.08,866.78,764.48,684.81,635.83,581.63,511.13,432.15,360.77,309.55,336.3,438.6,540.9,620.57,669.55,723.74,794.25,873.22,924.07,936.11,915.33,844.65,742.45,640.15,537.85,435.55,333.25,233.45,154.9,91.79,37.44,5.82,5.72,5.72,8.84,12.34,15.43,14.94,14.71,6
371,466.29,466.14,465.39,464,462.45,461.35,459.87,455.98,449.76,440.29,427.31,415.77,411.52,413.37,412.4,420.76,436.65,463.22,493.82,532.1,585.63,646.19,706.16,761.15,819.52,868.52,910.38,943.45,974.7,1001.54,1016.65,1023,1023,924,821.7,719.4,617.1,514.8,412.5,310.2,207.9,105.6,3.3,0,0,0,0,0,34.76,116.19,208.87,297.53,395.44,497.74,600.04,702.34,804.64,906.94,974.47,995.35,1004.97,1018.6,1023,1023,687.28,686.48,685.08,683.71,682.61,681.91,679.93,676.64,671.72,665,663.08,667.77,676.61,681.26,655.23,634.7,623.94,620.42,626.21,649.44,674.41,677.21,676.69,670.19,688.05,722.24,761.8,792.32,804.01,819.27,829.56,856.06,882.86,818.52,862.63,884.41,892.03,798.79,716.1,643.57,601.36,503.23,400.93,442.27,407.28,391.94,352.23,405.25,497.54,570.07,612.27,691.37,778.69,839.65,874.64,889.98,929.69,978.97,988.98,988.98,988.98,1008.01,1023,1023,36.06,36.04,35.69,35.22,34.92,34.84,34.27,32.82,31.37,29.45,27.77,27,24.75,21.78,18.63,21.58,34.84,58.27,89.81,127.15,165.29,203.45,253.3,313.27,388.92,481.83,568.04,644.25,712.23,774.94,837.76,899.1,950.62,992.95,1019.6,1023,1023,952.47,850.17,747.87,688.98,673.64,651.86,602.19,531.43,453.21,386.57,409.5,492.37,594.67,653.56,668.9,690.67,740.35,811.11,889.33,955.97,1003.57,1023,1023,1023,1023,1023,1021.6,6
372,486.82,486.82,486.5,486.57,484.72,481.55,475.83,467.24,452.16,431.73,416.24,413.64,420.34,430.15,447.86,470.44,492.72,525.93,571.41,625.49,676.29,713.1,747.62,783.56,821.25,855.49,892.4,921.4,944.8,964.88,983.06,1002.24,1014.78,920.5,818.4,716.1,613.8,511.5,409.2,306.9,204.6,102.3,0,0,0,0,0,18.51,86.21,182.37,284.67,386.97,489.27,591.57,693.87,796.17,898.47,982.26,1016.85,1023,1023,1023,1019.98,994.48,702.99,701.86,701.81,701.19,699.61,697.49,691.17,684.23,676.06,677.51,683.16,688.08,682.83,669.94,661.38,656.23,663.45,687.83,726.56,757.31,772.97,773.94,780.51,780.41,770.17,766.02,751.29,715.82,715.82,715.82,727.11,754.24,786.05,832.41,885.63,929.01,936.43,882.93,780.63,678.33,637.4,590.12,526.81,509.3,502.58,457.63,450.53,529.43,631.73,734.03,774.97,822.24,885.56,903.07,909.78,954.74,999.6,1023,1023,1023,1023,1020.33,985.09,928.87,42.38,41.83,42.16,41.83,41.58,39.71,37.54,34.62,30.25,26.2,25,26.37,29.55,34.77,45.18,63.31,90.41,121.61,154.57,189.22,217.91,243.74,272.01,302.95,342.19,399.86,472.79,541.92,611.23,678.71,749.52,820.97,887.46,949.85,998.9,1023,1023,941.98,842.35,774.34,761.71,761.71,732.86,670.77,589.32,511.7,459.73,516.99,616.62,684.63,697.27,697.27,726.12,788.2,869.65,947.27,999.25,1021.38,1016.43,1010.89,1002.94,982.09,937.31,875.37,6
373,496.51,497.14,497.39,497.56,497.14,494.61,488.27,476.86,465.77,457.53,451.28,446.69,447.36,446.96,438.34,439.47,455.53,489.54,539.52,589.5,642.72,697.87,749.74,803.01,864.85,919.25,962.36,992.18,1005.52,1016.25,1021.7,989.73,887.43,785.13,682.83,580.53,478.23,375.93,273.63,171.33,69.03,0,0,0,0,0,0,17.81,75.57,147.88,223.18,300.03,392.59,494.89,597.19,699.49,801.79,886.28,930.81,960.81,987.81,1013.26,1014.83,1002.87,702.46,702.26,701.76,701.64,699.51,693.84,685.13,679.41,677.64,679.86,683.25,685.68,682.66,645.54,609.93,583.13,572.86,567.27,578.71,598.51,621.69,651.64,687.33,746.47,782.63,847.12,897.89,941.08,963.31,973.32,978.84,953.82,930.61,941.08,974.77,898.87,796.57,694.27,602.86,538.45,470.01,435.82,429.43,394.39,369.39,407.27,461.4,534.6,626.01,690.42,758.86,818.07,847.67,882.71,907.71,945.72,993.9,1023,1023,1023,996.12,949.74,915.18,915.18,40.89,41.16,40.54,40.39,39.69,38.26,34.89,31.89,31.07,29.45,28.62,27.92,24.4,23.48,26.97,53.42,103.7,172.96,255.9,340.64,425.53,509.03,593.64,679.64,775.09,848.3,899.62,931.19,947.62,962.41,976.12,991.71,1009.39,1023,1023,1023,951.02,848.72,763.68,749.17,749.17,749.17,714,647.79,570.24,507.95,550.86,653.16,738.2,752.71,752.71,752.71,787.88,854.09,931.64,993.93,1023,1023,1023,1023,1013.91,977.29,928.97,881.79,6
